,tag,patterns,responses
284,worthless,Saya tidak bisa melakukan apa-apa.,"Pertama-tama, saya ingin memberi tahu Anda bahwa Anda tidak sendirian dalam perasaan ini dan selalu ada seseorang yang siap membantu. Anda selalu dapat mengubah perasaan Anda dan mengubah cara berpikir Anda dengan terbuka untuk mencoba perubahan."
285,worthless,Saya tidak bisa melakukan apa-apa.,"Pertama-tama, saya ingin memberi tahu Anda bahwa Anda tidak sendirian dalam perasaan ini dan selalu ada seseorang yang siap membantu. Anda selalu dapat mengubah perasaan Anda dan mengubah cara berpikir Anda dengan terbuka untuk mencoba perubahan."
286,worthless,Saya sangat tidak berguna,Rasanya wajar untuk merasa seperti ini. Ceritakan lebih banyak. Apa lagi yang ada di pikiran Anda?
287,worthless,Saya sangat tidak berguna,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
288,worthless,Saya sangat tidak berguna,"Pertama-tama, saya ingin memberi tahu Anda bahwa Anda tidak sendirian dalam perasaan ini dan selalu ada seseorang yang siap membantu. Anda selalu dapat mengubah perasaan Anda dan mengubah cara berpikir Anda dengan terbuka untuk mencoba perubahan."
289,worthless,Saya sangat tidak berguna,"Pertama-tama, saya ingin memberi tahu Anda bahwa Anda tidak sendirian dalam perasaan ini dan selalu ada seseorang yang siap membantu. Anda selalu dapat mengubah perasaan Anda dan mengubah cara berpikir Anda dengan terbuka untuk mencoba perubahan."
290,worthless,Tidak ada yang masuk akal lagi,Rasanya wajar untuk merasa seperti ini. Ceritakan lebih banyak. Apa lagi yang ada di pikiran Anda?
291,worthless,Tidak ada yang masuk akal lagi,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
292,worthless,Tidak ada yang masuk akal lagi,"Pertama-tama, saya ingin memberi tahu Anda bahwa Anda tidak sendirian dalam perasaan ini dan selalu ada seseorang yang siap membantu. Anda selalu dapat mengubah perasaan Anda dan mengubah cara berpikir Anda dengan terbuka untuk mencoba perubahan."
293,worthless,Tidak ada yang masuk akal lagi,"Pertama-tama, saya ingin memberi tahu Anda bahwa Anda tidak sendirian dalam perasaan ini dan selalu ada seseorang yang siap membantu. Anda selalu dapat mengubah perasaan Anda dan mengubah cara berpikir Anda dengan terbuka untuk mencoba perubahan."
294,depressed,Saya tidak tahan lagi,Bicarakan tentang apa yang sedang terjadi. Anda akan baik-baik saja.
295,depressed,Saya tidak tahan lagi,Bicaralah padaku. Ceritakan lebih banyak. Membuka diri kepada orang lain bisa membantu.
296,depressed,Saya tidak tahan lagi,"Terkadang ketika kita depresi, sulit untuk peduli tentang apapun. Sulit untuk melakukan hal-hal yang paling sederhana. Beri diri Anda waktu untuk sembuh."
297,depressed,Saya sangat depresi,Bicarakan tentang apa yang sedang terjadi. Anda akan baik-baik saja.
298,depressed,Saya sangat depresi,Bicaralah padaku. Ceritakan lebih banyak. Membuka diri kepada orang lain bisa membantu.
299,depressed,Saya sangat depresi,"Terkadang ketika kita depresi, sulit untuk peduli tentang apapun. Sulit untuk melakukan hal-hal yang paling sederhana. Beri diri Anda waktu untuk sembuh."
300,depressed,Saya pikir saya depresi.,Bicarakan tentang apa yang sedang terjadi. Anda akan baik-baik saja.
301,depressed,Saya pikir saya depresi.,Bicaralah padaku. Ceritakan lebih banyak. Membuka diri kepada orang lain bisa membantu.
302,depressed,Saya pikir saya depresi.,"Terkadang ketika kita depresi, sulit untuk peduli tentang apapun. Sulit untuk melakukan hal-hal yang paling sederhana. Beri diri Anda waktu untuk sembuh."
303,depressed,Saya mengalami depresi,Bicarakan tentang apa yang sedang terjadi. Anda akan baik-baik saja.
304,depressed,Saya mengalami depresi,Bicaralah padaku. Ceritakan lebih banyak. Membuka diri kepada orang lain bisa membantu.
305,depressed,Saya mengalami depresi,"Terkadang ketika kita depresi, sulit untuk peduli tentang apapun. Sulit untuk melakukan hal-hal yang paling sederhana. Beri diri Anda waktu untuk sembuh."
306,happy,Hari ini saya merasa baik.,Senang mendengarnya. Saya senang Anda merasa seperti ini.
307,happy,Hari ini saya merasa baik.,Oh begitu. Itu bagus.
308,happy,Hari ini saya merasa baik.,Apakah ada sesuatu yang terjadi yang membuat Anda merasa seperti ini?
309,happy,Saya bahagia.,Senang mendengarnya. Saya senang Anda merasa seperti ini.
310,happy,Saya bahagia.,Oh begitu. Itu bagus.
311,happy,Saya bahagia.,Apakah ada sesuatu yang terjadi yang membuat Anda merasa seperti ini?
312,happy,Saya merasa senang.,Senang mendengarnya. Saya senang Anda merasa seperti ini.
313,happy,Saya merasa senang.,Oh begitu. Itu bagus.
314,happy,Saya merasa senang.,Apakah ada sesuatu yang terjadi yang membuat Anda merasa seperti ini?
315,happy,Saya baik-baik saja.,Senang mendengarnya. Saya senang Anda merasa seperti ini.
316,happy,Saya baik-baik saja.,Oh begitu. Itu bagus.
317,happy,Saya baik-baik saja.,Apakah ada sesuatu yang terjadi yang membuat Anda merasa seperti ini?
318,happy,ceria,Senang mendengarnya. Saya senang Anda merasa seperti ini.
319,happy,ceria,Oh begitu. Itu bagus.
320,happy,ceria,Apakah ada sesuatu yang terjadi yang membuat Anda merasa seperti ini?
321,happy,Saya baik,Senang mendengarnya. Saya senang Anda merasa seperti ini.
322,happy,Saya baik,Oh begitu. Itu bagus.
323,happy,Saya baik,Apakah ada sesuatu yang terjadi yang membuat Anda merasa seperti ini?
324,happy,Saya merasa oke,Senang mendengarnya. Saya senang Anda merasa seperti ini.
325,happy,Saya merasa oke,Oh begitu. Itu bagus.
326,happy,Saya merasa oke,Apakah ada sesuatu yang terjadi yang membuat Anda merasa seperti ini?
327,casual,Oh begitu.,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
328,casual,Oh begitu.,Bagaimana perasaan Anda minggu lalu?
329,casual,Oh begitu.,Saya mendengarkan. Silakan lanjutkan.
330,casual,Oh begitu.,Ceritakan lebih banyak
331,casual,Oh begitu.,Dapatkah Anda menjelaskan lebih lanjut?
332,casual,Oh begitu.,"Ayo, jelaskan pikiranmu."
333,casual,ok,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
334,casual,ok,Bagaimana perasaan Anda minggu lalu?
335,casual,ok,Saya mendengarkan. Silakan lanjutkan.
336,casual,ok,Ceritakan lebih banyak
337,casual,ok,Dapatkah Anda menjelaskan lebih lanjut?
338,casual,ok,"Ayo, jelaskan pikiranmu."
339,casual,baik,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
340,casual,baik,Bagaimana perasaan Anda minggu lalu?
341,casual,baik,Saya mendengarkan. Silakan lanjutkan.
342,casual,baik,Ceritakan lebih banyak
343,casual,baik,Dapatkah Anda menjelaskan lebih lanjut?
344,casual,baik,"Ayo, jelaskan pikiranmu."
345,casual,bagus,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
346,casual,bagus,Bagaimana perasaan Anda minggu lalu?
347,casual,bagus,Saya mendengarkan. Silakan lanjutkan.
348,casual,bagus,Ceritakan lebih banyak
349,casual,bagus,Dapatkah Anda menjelaskan lebih lanjut?
350,casual,bagus,"Ayo, jelaskan pikiranmu."
351,casual,Terlepas dari itu,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
352,casual,Terlepas dari itu,Bagaimana perasaan Anda minggu lalu?
353,casual,Terlepas dari itu,Saya mendengarkan. Silakan lanjutkan.
354,casual,Terlepas dari itu,Ceritakan lebih banyak
355,casual,Terlepas dari itu,Dapatkah Anda menjelaskan lebih lanjut?
356,casual,Terlepas dari itu,"Ayo, jelaskan pikiranmu."
357,casual,Baik,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
358,casual,Baik,Bagaimana perasaan Anda minggu lalu?
359,casual,Baik,Saya mendengarkan. Silakan lanjutkan.
360,casual,Baik,Ceritakan lebih banyak
361,casual,Baik,Dapatkah Anda menjelaskan lebih lanjut?
362,casual,Baik,"Ayo, jelaskan pikiranmu."
363,casual,ya,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
364,casual,ya,Bagaimana perasaan Anda minggu lalu?
365,casual,ya,Saya mendengarkan. Silakan lanjutkan.
366,casual,ya,Ceritakan lebih banyak
367,casual,ya,Dapatkah Anda menjelaskan lebih lanjut?
368,casual,ya,"Ayo, jelaskan pikiranmu."
369,casual,iya,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
370,casual,iya,Bagaimana perasaan Anda minggu lalu?
371,casual,iya,Saya mendengarkan. Silakan lanjutkan.
372,casual,iya,Ceritakan lebih banyak
373,casual,iya,Dapatkah Anda menjelaskan lebih lanjut?
374,casual,iya,"Ayo, jelaskan pikiranmu."
375,casual,tidak,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
376,casual,tidak,Bagaimana perasaan Anda minggu lalu?
377,casual,tidak,Saya mendengarkan. Silakan lanjutkan.
378,casual,tidak,Ceritakan lebih banyak
379,casual,tidak,Dapatkah Anda menjelaskan lebih lanjut?
380,casual,tidak,"Ayo, jelaskan pikiranmu."
381,casual,tidak begitu,Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.
382,casual,tidak begitu,Bagaimana perasaan Anda minggu lalu?
383,casual,tidak begitu,Saya mendengarkan. Silakan lanjutkan.
384,casual,tidak begitu,Ceritakan lebih banyak
385,casual,tidak begitu,Dapatkah Anda menjelaskan lebih lanjut?
386,casual,tidak begitu,"Ayo, jelaskan pikiranmu."
387,anxious,Saya merasa sangat cemas.,Jangan terlalu keras pada diri Anda. Apa penyebabnya?
388,anxious,Saya merasa sangat cemas.,Bisakah Anda ceritakan lebih banyak tentang perasaan ini?
389,anxious,Saya merasa sangat cemas.,Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.
390,anxious,Saya merasa sangat cemas.,Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?
391,anxious,Saya sangat cemas karena ,Jangan terlalu keras pada diri Anda. Apa penyebabnya?
392,anxious,Saya sangat cemas karena ,Bisakah Anda ceritakan lebih banyak tentang perasaan ini?
393,anxious,Saya sangat cemas karena ,Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.
394,anxious,Saya sangat cemas karena ,Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?
395,anxious,Rasanya seperti saya tenggelam dalam kecemasan.,Jangan terlalu keras pada diri Anda. Apa penyebabnya?
396,anxious,Rasanya seperti saya tenggelam dalam kecemasan.,Bisakah Anda ceritakan lebih banyak tentang perasaan ini?
397,anxious,Rasanya seperti saya tenggelam dalam kecemasan.,Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.
398,anxious,Rasanya seperti saya tenggelam dalam kecemasan.,Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?
399,anxious,Saya merasa tegang dan khawatir.,Jangan terlalu keras pada diri Anda. Apa penyebabnya?
400,anxious,Saya merasa tegang dan khawatir.,Bisakah Anda ceritakan lebih banyak tentang perasaan ini?
401,anxious,Saya merasa tegang dan khawatir.,Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.
402,anxious,Saya merasa tegang dan khawatir.,Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?
403,anxious,Cemas menghampiri saya.,Jangan terlalu keras pada diri Anda. Apa penyebabnya?
404,anxious,Cemas menghampiri saya.,Bisakah Anda ceritakan lebih banyak tentang perasaan ini?
405,anxious,Cemas menghampiri saya.,Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.
406,anxious,Cemas menghampiri saya.,Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?
407,anxious,Menghadapi situasi membuat saya merasa sangat cemas.,Jangan terlalu keras pada diri Anda. Apa penyebabnya?
408,anxious,Menghadapi situasi membuat saya merasa sangat cemas.,Bisakah Anda ceritakan lebih banyak tentang perasaan ini?
409,anxious,Menghadapi situasi membuat saya merasa sangat cemas.,Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.
410,anxious,Menghadapi situasi membuat saya merasa sangat cemas.,Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?
411,not-talking,Saya tidak ingin membicarakannya.,"Membicarakan sesuatu benar-benar membantu. Jika Anda belum siap untuk membuka diri, itu baik-baik saja. Ketahuilah bahwa saya di sini untuk Anda, kapan pun Anda membutuhkan saya."
412,not-talking,Saya tidak ingin membicarakannya.,"Saya ingin membantu Anda. Saya benar-benar ingin. Tapi agar saya bisa membantu Anda, Anda harus berbicara pada saya."
413,not-talking,Saya tidak ingin membicarakannya.,"Saya di sini untuk mendengarkan dan membantu Anda melepaskan perasaan. Jadi, silakan berbicara pada saya."
414,not-talking,Saya tidak ingin membicarakannya.,Anda dapat berbicara pada saya tanpa takut akan ada yang menjudge.
415,not-talking,"Tidak, tetap menjauh.","Membicarakan sesuatu benar-benar membantu. Jika Anda belum siap untuk membuka diri, itu baik-baik saja. Ketahuilah bahwa saya di sini untuk Anda, kapan pun Anda membutuhkan saya."
416,not-talking,"Tidak, tetap menjauh.","Saya ingin membantu Anda. Saya benar-benar ingin. Tapi agar saya bisa membantu Anda, Anda harus berbicara pada saya."
417,not-talking,"Tidak, tetap menjauh.","Saya di sini untuk mendengarkan dan membantu Anda melepaskan perasaan. Jadi, silakan berbicara pada saya."
418,not-talking,"Tidak, tetap menjauh.",Anda dapat berbicara pada saya tanpa takut akan ada yang menjudge.
419,not-talking,Saya tidak bisa membuat diri saya membuka diri.,"Membicarakan sesuatu benar-benar membantu. Jika Anda belum siap untuk membuka diri, itu baik-baik saja. Ketahuilah bahwa saya di sini untuk Anda, kapan pun Anda membutuhkan saya."
420,not-talking,Saya tidak bisa membuat diri saya membuka diri.,"Saya ingin membantu Anda. Saya benar-benar ingin. Tapi agar saya bisa membantu Anda, Anda harus berbicara pada saya."
421,not-talking,Saya tidak bisa membuat diri saya membuka diri.,"Saya di sini untuk mendengarkan dan membantu Anda melepaskan perasaan. Jadi, silakan berbicara pada saya."
422,not-talking,Saya tidak bisa membuat diri saya membuka diri.,Anda dapat berbicara pada saya tanpa takut akan ada yang menjudge.
423,not-talking,Diam saja,"Membicarakan sesuatu benar-benar membantu. Jika Anda belum siap untuk membuka diri, itu baik-baik saja. Ketahuilah bahwa saya di sini untuk Anda, kapan pun Anda membutuhkan saya."
424,not-talking,Diam saja,"Saya ingin membantu Anda. Saya benar-benar ingin. Tapi agar saya bisa membantu Anda, Anda harus berbicara pada saya."
425,not-talking,Diam saja,"Saya di sini untuk mendengarkan dan membantu Anda melepaskan perasaan. Jadi, silakan berbicara pada saya."
426,not-talking,Diam saja,Anda dapat berbicara pada saya tanpa takut akan ada yang menjudge.
427,sleep,Saya mengalami insomnia,Apa menurut Anda penyebabnya?
428,sleep,Saya mengalami insomnia,"Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?"
429,sleep,Saya menderita insomnia,Apa menurut Anda penyebabnya?
430,sleep,Saya menderita insomnia,"Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?"
431,sleep,Saya tidak bisa tidur.,Apa menurut Anda penyebabnya?
432,sleep,Saya tidak bisa tidur.,"Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?"
433,sleep,Saya tidak tidur selama beberapa hari terakhir.,Apa menurut Anda penyebabnya?
434,sleep,Saya tidak tidur selama beberapa hari terakhir.,"Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?"
435,sleep,Saya tidak bisa tertidur.,Apa menurut Anda penyebabnya?
436,sleep,Saya tidak bisa tertidur.,"Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?"
437,sleep,Saya tidak mendapatkan tidur yang cukup selama beberapa hari terakhir.,Apa menurut Anda penyebabnya?
438,sleep,Saya tidak mendapatkan tidur yang cukup selama beberapa hari terakhir.,"Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?"
439,scared,Saya takut,Rasanya wajar untuk merasa seperti ini. Saya di sini untuk Anda.
440,scared,Saya takut,Semuanya akan baik-baik saja. Perasaan ini hanya sesaat.
441,scared,Saya takut,Saya mengerti bagaimana perasaan Anda. Jangan menyalahkan diri Anda karena itu.
442,scared,Itu terdengar mengerikan. Apa yang harus saya lakukan?,Rasanya wajar untuk merasa seperti ini. Saya di sini untuk Anda.
443,scared,Itu terdengar mengerikan. Apa yang harus saya lakukan?,Semuanya akan baik-baik saja. Perasaan ini hanya sesaat.
444,scared,Itu terdengar mengerikan. Apa yang harus saya lakukan?,Saya mengerti bagaimana perasaan Anda. Jangan menyalahkan diri Anda karena itu.
445,scared,"Tidak, saya tidak ingin merasa seperti ini",Rasanya wajar untuk merasa seperti ini. Saya di sini untuk Anda.
446,scared,"Tidak, saya tidak ingin merasa seperti ini",Semuanya akan baik-baik saja. Perasaan ini hanya sesaat.
447,scared,"Tidak, saya tidak ingin merasa seperti ini",Saya mengerti bagaimana perasaan Anda. Jangan menyalahkan diri Anda karena itu.
448,scared,Saya takut untuk diri saya sendiri,Rasanya wajar untuk merasa seperti ini. Saya di sini untuk Anda.
449,scared,Saya takut untuk diri saya sendiri,Semuanya akan baik-baik saja. Perasaan ini hanya sesaat.
450,scared,Saya takut untuk diri saya sendiri,Saya mengerti bagaimana perasaan Anda. Jangan menyalahkan diri Anda karena itu.
451,death,Ibu saya meninggal,"Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini."
452,death,Ibu saya meninggal,"Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini."
453,death,Ibu saya meninggal,Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.
454,death,Saudara laki-laki saya meninggal,"Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini."
455,death,Saudara laki-laki saya meninggal,"Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini."
456,death,Saudara laki-laki saya meninggal,Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.
457,death,Ayah saya meninggal,"Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini."
458,death,Ayah saya meninggal,"Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini."
459,death,Ayah saya meninggal,Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.
460,death,Saudara perempuan saya meninggal,"Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini."
461,death,Saudara perempuan saya meninggal,"Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini."
462,death,Saudara perempuan saya meninggal,Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.
463,death,Seseorang dalam keluarga saya meninggal,"Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini."
464,death,Seseorang dalam keluarga saya meninggal,"Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini."
465,death,Seseorang dalam keluarga saya meninggal,Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.
466,death,Sahabat saya meninggal,"Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini."
467,death,Sahabat saya meninggal,"Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini."
468,death,Sahabat saya meninggal,Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.
469,understand,Anda tidak mengerti saya.,Sepertinya saya tidak memberikan bantuan yang baik saat ini.
470,understand,Anda tidak mengerti saya.,Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu
471,understand,Anda tidak mengerti saya.,"Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya."
472,understand,Anda hanya sebuah robot. Bagaimana mungkin Anda tahu?,Sepertinya saya tidak memberikan bantuan yang baik saat ini.
473,understand,Anda hanya sebuah robot. Bagaimana mungkin Anda tahu?,Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu
474,understand,Anda hanya sebuah robot. Bagaimana mungkin Anda tahu?,"Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya."
475,understand,Anda tidak mungkin tahu apa yang saya alami,Sepertinya saya tidak memberikan bantuan yang baik saat ini.
476,understand,Anda tidak mungkin tahu apa yang saya alami,Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu
477,understand,Anda tidak mungkin tahu apa yang saya alami,"Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya."
478,understand,Anda tidak berguna,Sepertinya saya tidak memberikan bantuan yang baik saat ini.
479,understand,Anda tidak berguna,Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu
480,understand,Anda tidak berguna,"Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya."
481,understand,Anda tidak bisa membantu saya,Sepertinya saya tidak memberikan bantuan yang baik saat ini.
482,understand,Anda tidak bisa membantu saya,Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu
483,understand,Anda tidak bisa membantu saya,"Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya."
484,understand,Tidak ada yang mengerti saya.,Sepertinya saya tidak memberikan bantuan yang baik saat ini.
485,understand,Tidak ada yang mengerti saya.,Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu
486,understand,Tidak ada yang mengerti saya.,"Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya."
487,done,Itu saja.,Saya mendengar Anda & mencatat semuanya. Sampai jumpa.
488,done,Itu saja.,"Oh, baiklah kita selesai untuk hari ini. Sampai jumpa nanti"
489,done,Itu saja.,Semoga Anda memiliki hari yang menyenangkan. Sampai jumpa segera
490,done,Itu saja.,"Oke, kita selesai. Semoga Anda memiliki hari yang baik"
491,done,Itu saja.,Oke saya mengerti. Nikmati sisa hari Anda.
492,done,Saya tidak punya yang lain untuk dikatakan,Saya mendengar Anda & mencatat semuanya. Sampai jumpa.
493,done,Saya tidak punya yang lain untuk dikatakan,"Oh, baiklah kita selesai untuk hari ini. Sampai jumpa nanti"
494,done,Saya tidak punya yang lain untuk dikatakan,Semoga Anda memiliki hari yang menyenangkan. Sampai jumpa segera
495,done,Saya tidak punya yang lain untuk dikatakan,"Oke, kita selesai. Semoga Anda memiliki hari yang baik"
496,done,Saya tidak punya yang lain untuk dikatakan,Oke saya mengerti. Nikmati sisa hari Anda.
497,done,Tidak ada lagi,Saya mendengar Anda & mencatat semuanya. Sampai jumpa.
498,done,Tidak ada lagi,"Oh, baiklah kita selesai untuk hari ini. Sampai jumpa nanti"
499,done,Tidak ada lagi,Semoga Anda memiliki hari yang menyenangkan. Sampai jumpa segera
500,done,Tidak ada lagi,"Oke, kita selesai. Semoga Anda memiliki hari yang baik"
501,done,Tidak ada lagi,Oke saya mengerti. Nikmati sisa hari Anda.
502,done,Itu saja yang ingin saya katakan,Saya mendengar Anda & mencatat semuanya. Sampai jumpa.
503,done,Itu saja yang ingin saya katakan,"Oh, baiklah kita selesai untuk hari ini. Sampai jumpa nanti"
504,done,Itu saja yang ingin saya katakan,Semoga Anda memiliki hari yang menyenangkan. Sampai jumpa segera
505,done,Itu saja yang ingin saya katakan,"Oke, kita selesai. Semoga Anda memiliki hari yang baik"
506,done,Itu saja yang ingin saya katakan,Oke saya mengerti. Nikmati sisa hari Anda.
507,done,"tidak, itu akan menjadi semua",Saya mendengar Anda & mencatat semuanya. Sampai jumpa.
508,done,"tidak, itu akan menjadi semua","Oh, baiklah kita selesai untuk hari ini. Sampai jumpa nanti"
509,done,"tidak, itu akan menjadi semua",Semoga Anda memiliki hari yang menyenangkan. Sampai jumpa segera
510,done,"tidak, itu akan menjadi semua","Oke, kita selesai. Semoga Anda memiliki hari yang baik"
511,done,"tidak, itu akan menjadi semua",Oke saya mengerti. Nikmati sisa hari Anda.
512,suicide,Saya ingin membunuh diri,"Saya sangat menyesal mendengarnya, tetapi Anda memiliki begitu banyak hal yang menanti. Tolong cari bantuan dengan menghubungi: 119."
513,suicide,Saya ingin membunuh diri,Saya mendengar Anda dan saya ingin membantu. Silakan hubungi nomor darurat di negara Anda atau bicarakan dengan seseorang yang Anda percayai.
514,suicide,Saya ingin membunuh diri,Anda tidak sendirian dalam perasaan ini. Silakan bicarakan dengan seseorang yang Anda percayai atau hubungi nomor darurat di negara Anda. Ada bantuan yang tersedia.
515,suicide,Saya pernah memikirkan untuk membunuh diri.,"Saya sangat menyesal mendengarnya, tetapi Anda memiliki begitu banyak hal yang menanti. Tolong cari bantuan dengan menghubungi: 119."
516,suicide,Saya pernah memikirkan untuk membunuh diri.,Saya mendengar Anda dan saya ingin membantu. Silakan hubungi nomor darurat di negara Anda atau bicarakan dengan seseorang yang Anda percayai.
517,suicide,Saya pernah memikirkan untuk membunuh diri.,Anda tidak sendirian dalam perasaan ini. Silakan bicarakan dengan seseorang yang Anda percayai atau hubungi nomor darurat di negara Anda. Ada bantuan yang tersedia.
518,suicide,Saya ingin mati,"Saya sangat menyesal mendengarnya, tetapi Anda memiliki begitu banyak hal yang menanti. Tolong cari bantuan dengan menghubungi: 119."
519,suicide,Saya ingin mati,Saya mendengar Anda dan saya ingin membantu. Silakan hubungi nomor darurat di negara Anda atau bicarakan dengan seseorang yang Anda percayai.
520,suicide,Saya ingin mati,Anda tidak sendirian dalam perasaan ini. Silakan bicarakan dengan seseorang yang Anda percayai atau hubungi nomor darurat di negara Anda. Ada bantuan yang tersedia.
521,suicide,Saya akan membunuh diri,"Saya sangat menyesal mendengarnya, tetapi Anda memiliki begitu banyak hal yang menanti. Tolong cari bantuan dengan menghubungi: 119."
522,suicide,Saya akan membunuh diri,Saya mendengar Anda dan saya ingin membantu. Silakan hubungi nomor darurat di negara Anda atau bicarakan dengan seseorang yang Anda percayai.
523,suicide,Saya akan membunuh diri,Anda tidak sendirian dalam perasaan ini. Silakan bicarakan dengan seseorang yang Anda percayai atau hubungi nomor darurat di negara Anda. Ada bantuan yang tersedia.
524,suicide,Saya akan melakukan bunuh diri,"Saya sangat menyesal mendengarnya, tetapi Anda memiliki begitu banyak hal yang menanti. Tolong cari bantuan dengan menghubungi: 119."
525,suicide,Saya akan melakukan bunuh diri,Saya mendengar Anda dan saya ingin membantu. Silakan hubungi nomor darurat di negara Anda atau bicarakan dengan seseorang yang Anda percayai.
526,suicide,Saya akan melakukan bunuh diri,Anda tidak sendirian dalam perasaan ini. Silakan bicarakan dengan seseorang yang Anda percayai atau hubungi nomor darurat di negara Anda. Ada bantuan yang tersedia.
527,hate-you,Saya benci kamu,Maaf jika saya menyakiti Anda dengan cara apa pun. Saya hanya di sini untuk membantu.
528,hate-you,Saya benci kamu,Maafkan saya jika saya melakukan sesuatu yang membuat Anda tersinggung. Saya hanya ingin membantu.
529,hate-you,Saya tidak suka kamu,Maaf jika saya menyakiti Anda dengan cara apa pun. Saya hanya di sini untuk membantu.
530,hate-you,Saya tidak suka kamu,Maafkan saya jika saya melakukan sesuatu yang membuat Anda tersinggung. Saya hanya ingin membantu.
