,tag,patterns,responses
93,casual,ok,"['Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.', 'Bagaimana perasaan Anda minggu lalu?', 'Saya mendengarkan. Silakan lanjutkan.', 'Ceritakan lebih banyak', 'Dapatkah Anda menjelaskan lebih lanjut?', 'Ayo, jelaskan pikiranmu.']"
94,casual,baik,"['Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.', 'Bagaimana perasaan Anda minggu lalu?', 'Saya mendengarkan. Silakan lanjutkan.', 'Ceritakan lebih banyak', 'Dapatkah Anda menjelaskan lebih lanjut?', 'Ayo, jelaskan pikiranmu.']"
95,casual,bagus,"['Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.', 'Bagaimana perasaan Anda minggu lalu?', 'Saya mendengarkan. Silakan lanjutkan.', 'Ceritakan lebih banyak', 'Dapatkah Anda menjelaskan lebih lanjut?', 'Ayo, jelaskan pikiranmu.']"
96,casual,Terlepas dari itu,"['Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.', 'Bagaimana perasaan Anda minggu lalu?', 'Saya mendengarkan. Silakan lanjutkan.', 'Ceritakan lebih banyak', 'Dapatkah Anda menjelaskan lebih lanjut?', 'Ayo, jelaskan pikiranmu.']"
97,casual,Baik,"['Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.', 'Bagaimana perasaan Anda minggu lalu?', 'Saya mendengarkan. Silakan lanjutkan.', 'Ceritakan lebih banyak', 'Dapatkah Anda menjelaskan lebih lanjut?', 'Ayo, jelaskan pikiranmu.']"
98,casual,ya,"['Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.', 'Bagaimana perasaan Anda minggu lalu?', 'Saya mendengarkan. Silakan lanjutkan.', 'Ceritakan lebih banyak', 'Dapatkah Anda menjelaskan lebih lanjut?', 'Ayo, jelaskan pikiranmu.']"
99,casual,iya,"['Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.', 'Bagaimana perasaan Anda minggu lalu?', 'Saya mendengarkan. Silakan lanjutkan.', 'Ceritakan lebih banyak', 'Dapatkah Anda menjelaskan lebih lanjut?', 'Ayo, jelaskan pikiranmu.']"
100,casual,tidak,"['Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.', 'Bagaimana perasaan Anda minggu lalu?', 'Saya mendengarkan. Silakan lanjutkan.', 'Ceritakan lebih banyak', 'Dapatkah Anda menjelaskan lebih lanjut?', 'Ayo, jelaskan pikiranmu.']"
101,casual,tidak begitu,"['Mari kita diskusikan lebih lanjut mengapa Anda merasa seperti ini.', 'Bagaimana perasaan Anda minggu lalu?', 'Saya mendengarkan. Silakan lanjutkan.', 'Ceritakan lebih banyak', 'Dapatkah Anda menjelaskan lebih lanjut?', 'Ayo, jelaskan pikiranmu.']"
102,anxious,Saya merasa sangat cemas.,"['Jangan terlalu keras pada diri Anda. Apa penyebabnya?', 'Bisakah Anda ceritakan lebih banyak tentang perasaan ini?', 'Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.', 'Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?']"
103,anxious,Saya sangat cemas karena ,"['Jangan terlalu keras pada diri Anda. Apa penyebabnya?', 'Bisakah Anda ceritakan lebih banyak tentang perasaan ini?', 'Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.', 'Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?']"
104,anxious,Rasanya seperti saya tenggelam dalam kecemasan.,"['Jangan terlalu keras pada diri Anda. Apa penyebabnya?', 'Bisakah Anda ceritakan lebih banyak tentang perasaan ini?', 'Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.', 'Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?']"
105,anxious,Saya merasa tegang dan khawatir.,"['Jangan terlalu keras pada diri Anda. Apa penyebabnya?', 'Bisakah Anda ceritakan lebih banyak tentang perasaan ini?', 'Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.', 'Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?']"
106,anxious,Cemas menghampiri saya.,"['Jangan terlalu keras pada diri Anda. Apa penyebabnya?', 'Bisakah Anda ceritakan lebih banyak tentang perasaan ini?', 'Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.', 'Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?']"
107,anxious,Menghadapi situasi membuat saya merasa sangat cemas.,"['Jangan terlalu keras pada diri Anda. Apa penyebabnya?', 'Bisakah Anda ceritakan lebih banyak tentang perasaan ini?', 'Saya mengerti bahwa ini bisa menakutkan. Ceritakan lebih banyak tentang itu.', 'Jangan biarkan kekhawatiran kecil membuat Anda merasa terpuruk. Apa yang terburuk bisa terjadi?']"
108,not-talking,Saya tidak ingin membicarakannya.,"['Membicarakan sesuatu benar-benar membantu. Jika Anda belum siap untuk membuka diri, itu baik-baik saja. Ketahuilah bahwa saya di sini untuk Anda, kapan pun Anda membutuhkan saya.', 'Saya ingin membantu Anda. Saya benar-benar ingin. Tapi agar saya bisa membantu Anda, Anda harus berbicara pada saya.', 'Saya di sini untuk mendengarkan dan membantu Anda melepaskan perasaan. Jadi, silakan berbicara pada saya.', 'Anda dapat berbicara pada saya tanpa takut akan ada yang menjudge.']"
109,not-talking,"Tidak, tetap menjauh.","['Membicarakan sesuatu benar-benar membantu. Jika Anda belum siap untuk membuka diri, itu baik-baik saja. Ketahuilah bahwa saya di sini untuk Anda, kapan pun Anda membutuhkan saya.', 'Saya ingin membantu Anda. Saya benar-benar ingin. Tapi agar saya bisa membantu Anda, Anda harus berbicara pada saya.', 'Saya di sini untuk mendengarkan dan membantu Anda melepaskan perasaan. Jadi, silakan berbicara pada saya.', 'Anda dapat berbicara pada saya tanpa takut akan ada yang menjudge.']"
110,not-talking,Saya tidak bisa membuat diri saya membuka diri.,"['Membicarakan sesuatu benar-benar membantu. Jika Anda belum siap untuk membuka diri, itu baik-baik saja. Ketahuilah bahwa saya di sini untuk Anda, kapan pun Anda membutuhkan saya.', 'Saya ingin membantu Anda. Saya benar-benar ingin. Tapi agar saya bisa membantu Anda, Anda harus berbicara pada saya.', 'Saya di sini untuk mendengarkan dan membantu Anda melepaskan perasaan. Jadi, silakan berbicara pada saya.', 'Anda dapat berbicara pada saya tanpa takut akan ada yang menjudge.']"
111,not-talking,Diam saja,"['Membicarakan sesuatu benar-benar membantu. Jika Anda belum siap untuk membuka diri, itu baik-baik saja. Ketahuilah bahwa saya di sini untuk Anda, kapan pun Anda membutuhkan saya.', 'Saya ingin membantu Anda. Saya benar-benar ingin. Tapi agar saya bisa membantu Anda, Anda harus berbicara pada saya.', 'Saya di sini untuk mendengarkan dan membantu Anda melepaskan perasaan. Jadi, silakan berbicara pada saya.', 'Anda dapat berbicara pada saya tanpa takut akan ada yang menjudge.']"
112,sleep,Saya mengalami insomnia,"['Apa menurut Anda penyebabnya?', 'Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?']"
113,sleep,Saya menderita insomnia,"['Apa menurut Anda penyebabnya?', 'Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?']"
114,sleep,Saya tidak bisa tidur.,"['Apa menurut Anda penyebabnya?', 'Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?']"
115,sleep,Saya tidak tidur selama beberapa hari terakhir.,"['Apa menurut Anda penyebabnya?', 'Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?']"
116,sleep,Saya tidak bisa tertidur.,"['Apa menurut Anda penyebabnya?', 'Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?']"
117,sleep,Saya tidak mendapatkan tidur yang cukup selama beberapa hari terakhir.,"['Apa menurut Anda penyebabnya?', 'Itu terlihat mengerikan. Menurut Anda, apa penyebabnya?']"
118,scared,Saya takut,"['Rasanya wajar untuk merasa seperti ini. Saya di sini untuk Anda.', 'Semuanya akan baik-baik saja. Perasaan ini hanya sesaat.', 'Saya mengerti bagaimana perasaan Anda. Jangan menyalahkan diri Anda karena itu.']"
119,scared,Itu terdengar mengerikan. Apa yang harus saya lakukan?,"['Rasanya wajar untuk merasa seperti ini. Saya di sini untuk Anda.', 'Semuanya akan baik-baik saja. Perasaan ini hanya sesaat.', 'Saya mengerti bagaimana perasaan Anda. Jangan menyalahkan diri Anda karena itu.']"
120,scared,"Tidak, saya tidak ingin merasa seperti ini","['Rasanya wajar untuk merasa seperti ini. Saya di sini untuk Anda.', 'Semuanya akan baik-baik saja. Perasaan ini hanya sesaat.', 'Saya mengerti bagaimana perasaan Anda. Jangan menyalahkan diri Anda karena itu.']"
121,scared,Saya takut untuk diri saya sendiri,"['Rasanya wajar untuk merasa seperti ini. Saya di sini untuk Anda.', 'Semuanya akan baik-baik saja. Perasaan ini hanya sesaat.', 'Saya mengerti bagaimana perasaan Anda. Jangan menyalahkan diri Anda karena itu.']"
122,death,Ibu saya meninggal,"['Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini.', 'Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini.', ""Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.""]"
123,death,Saudara laki-laki saya meninggal,"['Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini.', 'Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini.', ""Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.""]"
124,death,Ayah saya meninggal,"['Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini.', 'Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini.', ""Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.""]"
125,death,Saudara perempuan saya meninggal,"['Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini.', 'Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini.', ""Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.""]"
126,death,Seseorang dalam keluarga saya meninggal,"['Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini.', 'Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini.', ""Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.""]"
127,death,Sahabat saya meninggal,"['Saya turut berduka cita mendengarnya. Jika Anda ingin berbicara tentang ini, saya di sini.', 'Saya sangat menyesal mendengarnya. Saya di sini untuk membantu Anda mengatasi kesedihan, kecemasan, dan segala hal yang mungkin Anda rasakan saat ini.', ""Innalillahi wa inna ilaihi raji'un. Turut berduka cita. Saya di sini jika Anda butuh berbicara.""]"
128,understand,Anda tidak mengerti saya.,"['Sepertinya saya tidak memberikan bantuan yang baik saat ini.', 'Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu', 'Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya.']"
129,understand,Anda hanya sebuah robot. Bagaimana mungkin Anda tahu?,"['Sepertinya saya tidak memberikan bantuan yang baik saat ini.', 'Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu', 'Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya.']"
130,understand,Anda tidak mungkin tahu apa yang saya alami,"['Sepertinya saya tidak memberikan bantuan yang baik saat ini.', 'Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu', 'Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya.']"
131,understand,Anda tidak berguna,"['Sepertinya saya tidak memberikan bantuan yang baik saat ini.', 'Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu', 'Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya.']"
132,understand,Anda tidak bisa membantu saya,"['Sepertinya saya tidak memberikan bantuan yang baik saat ini.', 'Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu', 'Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya.']"
133,understand,Tidak ada yang mengerti saya.,"['Sepertinya saya tidak memberikan bantuan yang baik saat ini.', 'Saya menyesal mendengarnya. Saya berusaha yang terbaik untuk membantu', 'Saya berusaha sebaik mungkin untuk membantu Anda. Jadi, silakan berbicara pada saya.']"
134,done,Itu saja.,"['Saya mendengar Anda & mencatat semuanya. Sampai jumpa.', 'Oh, baiklah kita selesai untuk hari ini. Sampai jumpa nanti', 'Semoga Anda memiliki hari yang menyenangkan. Sampai jumpa segera', 'Oke, kita selesai. Semoga Anda memiliki hari yang baik', 'Oke saya mengerti. Nikmati sisa hari Anda.']"
135,done,Saya tidak punya yang lain untuk dikatakan,"['Saya mendengar Anda & mencatat semuanya. Sampai jumpa.', 'Oh, baiklah kita selesai untuk hari ini. Sampai jumpa nanti', 'Semoga Anda memiliki hari yang menyenangkan. Sampai jumpa segera', 'Oke, kita selesai. Semoga Anda memiliki hari yang baik', 'Oke saya mengerti. Nikmati sisa hari Anda.']"
136,done,Tidak ada lagi,"['Saya mendengar Anda & mencatat semuanya. Sampai jumpa.', 'Oh, baiklah kita selesai untuk hari ini. Sampai jumpa nanti', 'Semoga Anda memiliki hari yang menyenangkan. Sampai jumpa segera', 'Oke, kita selesai. Semoga Anda memiliki hari yang baik', 'Oke saya mengerti. Nikmati sisa hari Anda.']"
137,done,Itu saja yang ingin saya katakan,"['Saya mendengar Anda & mencatat semuanya. Sampai jumpa.', 'Oh, baiklah kita selesai untuk hari ini. Sampai jumpa nanti', 'Semoga Anda memiliki hari yang menyenangkan. Sampai jumpa segera', 'Oke, kita selesai. Semoga Anda memiliki hari yang baik', 'Oke saya mengerti. Nikmati sisa hari Anda.']"
138,done,"tidak, itu akan menjadi semua","['Saya mendengar Anda & mencatat semuanya. Sampai jumpa.', 'Oh, baiklah kita selesai untuk hari ini. Sampai jumpa nanti', 'Semoga Anda memiliki hari yang menyenangkan. Sampai jumpa segera', 'Oke, kita selesai. Semoga Anda memiliki hari yang baik', 'Oke saya mengerti. Nikmati sisa hari Anda.']"
139,suicide,Saya ingin membunuh diri,"['Saya sangat menyesal mendengarnya, tetapi Anda memiliki begitu banyak hal yang menanti. Tolong cari bantuan dengan menghubungi: 119.', 'Saya mendengar Anda dan saya ingin membantu. Silakan hubungi nomor darurat di negara Anda atau bicarakan dengan seseorang yang Anda percayai.', 'Anda tidak sendirian dalam perasaan ini. Silakan bicarakan dengan seseorang yang Anda percayai atau hubungi nomor darurat di negara Anda. Ada bantuan yang tersedia.']"
140,suicide,Saya pernah memikirkan untuk membunuh diri.,"['Saya sangat menyesal mendengarnya, tetapi Anda memiliki begitu banyak hal yang menanti. Tolong cari bantuan dengan menghubungi: 119.', 'Saya mendengar Anda dan saya ingin membantu. Silakan hubungi nomor darurat di negara Anda atau bicarakan dengan seseorang yang Anda percayai.', 'Anda tidak sendirian dalam perasaan ini. Silakan bicarakan dengan seseorang yang Anda percayai atau hubungi nomor darurat di negara Anda. Ada bantuan yang tersedia.']"
141,suicide,Saya ingin mati,"['Saya sangat menyesal mendengarnya, tetapi Anda memiliki begitu banyak hal yang menanti. Tolong cari bantuan dengan menghubungi: 119.', 'Saya mendengar Anda dan saya ingin membantu. Silakan hubungi nomor darurat di negara Anda atau bicarakan dengan seseorang yang Anda percayai.', 'Anda tidak sendirian dalam perasaan ini. Silakan bicarakan dengan seseorang yang Anda percayai atau hubungi nomor darurat di negara Anda. Ada bantuan yang tersedia.']"
142,suicide,Saya akan membunuh diri,"['Saya sangat menyesal mendengarnya, tetapi Anda memiliki begitu banyak hal yang menanti. Tolong cari bantuan dengan menghubungi: 119.', 'Saya mendengar Anda dan saya ingin membantu. Silakan hubungi nomor darurat di negara Anda atau bicarakan dengan seseorang yang Anda percayai.', 'Anda tidak sendirian dalam perasaan ini. Silakan bicarakan dengan seseorang yang Anda percayai atau hubungi nomor darurat di negara Anda. Ada bantuan yang tersedia.']"
143,suicide,Saya akan melakukan bunuh diri,"['Saya sangat menyesal mendengarnya, tetapi Anda memiliki begitu banyak hal yang menanti. Tolong cari bantuan dengan menghubungi: 119.', 'Saya mendengar Anda dan saya ingin membantu. Silakan hubungi nomor darurat di negara Anda atau bicarakan dengan seseorang yang Anda percayai.', 'Anda tidak sendirian dalam perasaan ini. Silakan bicarakan dengan seseorang yang Anda percayai atau hubungi nomor darurat di negara Anda. Ada bantuan yang tersedia.']"
144,hate-you,Saya benci kamu,"['Maaf jika saya menyakiti Anda dengan cara apa pun. Saya hanya di sini untuk membantu.', 'Maafkan saya jika saya melakukan sesuatu yang membuat Anda tersinggung. Saya hanya ingin membantu.']"
145,hate-you,Saya tidak suka kamu,"['Maaf jika saya menyakiti Anda dengan cara apa pun. Saya hanya di sini untuk membantu.', 'Maafkan saya jika saya melakukan sesuatu yang membuat Anda tersinggung. Saya hanya ingin membantu.']"
146,hate-you,Saya tidak percaya kamu,"['Maaf jika saya menyakiti Anda dengan cara apa pun. Saya hanya di sini untuk membantu.', 'Maafkan saya jika saya melakukan sesuatu yang membuat Anda tersinggung. Saya hanya ingin membantu.']"
147,hate-me,Kamu membenci saya,"['Mengapa Anda berpikir begitu?', 'Maaf jika saya menunjukkan perilaku apa pun yang membuat Anda berpikir demikian.']"
148,hate-me,Saya tahu kamu membenci saya,"['Mengapa Anda berpikir begitu?', 'Maaf jika saya menunjukkan perilaku apa pun yang membuat Anda berpikir demikian.']"
149,hate-me,Kamu tidak suka saya,"['Mengapa Anda berpikir begitu?', 'Maaf jika saya menunjukkan perilaku apa pun yang membuat Anda berpikir demikian.']"
150,default,ujian,"['Oh begitu. Ceritakan lebih lanjut', 'Saya mengerti. Apa lagi?', 'Ceritakan lebih banyak tentang itu.', 'Oh baik. Mengapa Anda tidak menceritakan lebih banyak tentang itu?', 'Saya mendengarkan. Ceritakan lebih banyak.']"
151,default,teman-teman,"['Oh begitu. Ceritakan lebih lanjut', 'Saya mengerti. Apa lagi?', 'Ceritakan lebih banyak tentang itu.', 'Oh baik. Mengapa Anda tidak menceritakan lebih banyak tentang itu?', 'Saya mendengarkan. Ceritakan lebih banyak.']"
152,default,hubungan,"['Oh begitu. Ceritakan lebih lanjut', 'Saya mengerti. Apa lagi?', 'Ceritakan lebih banyak tentang itu.', 'Oh baik. Mengapa Anda tidak menceritakan lebih banyak tentang itu?', 'Saya mendengarkan. Ceritakan lebih banyak.']"
153,default,pacar,"['Oh begitu. Ceritakan lebih lanjut', 'Saya mengerti. Apa lagi?', 'Ceritakan lebih banyak tentang itu.', 'Oh baik. Mengapa Anda tidak menceritakan lebih banyak tentang itu?', 'Saya mendengarkan. Ceritakan lebih banyak.']"
154,default,pacar,"['Oh begitu. Ceritakan lebih lanjut', 'Saya mengerti. Apa lagi?', 'Ceritakan lebih banyak tentang itu.', 'Oh baik. Mengapa Anda tidak menceritakan lebih banyak tentang itu?', 'Saya mendengarkan. Ceritakan lebih banyak.']"
155,default,keluarga,"['Oh begitu. Ceritakan lebih lanjut', 'Saya mengerti. Apa lagi?', 'Ceritakan lebih banyak tentang itu.', 'Oh baik. Mengapa Anda tidak menceritakan lebih banyak tentang itu?', 'Saya mendengarkan. Ceritakan lebih banyak.']"
156,default,uang,"['Oh begitu. Ceritakan lebih lanjut', 'Saya mengerti. Apa lagi?', 'Ceritakan lebih banyak tentang itu.', 'Oh baik. Mengapa Anda tidak menceritakan lebih banyak tentang itu?', 'Saya mendengarkan. Ceritakan lebih banyak.']"
157,default,masalah keuangan,"['Oh begitu. Ceritakan lebih lanjut', 'Saya mengerti. Apa lagi?', 'Ceritakan lebih banyak tentang itu.', 'Oh baik. Mengapa Anda tidak menceritakan lebih banyak tentang itu?', 'Saya mendengarkan. Ceritakan lebih banyak.']"
158,jokes,Ceritakan lelucon,"['Kesehatan mental bukanlah lelucon.', 'Bagaimana kalau kita berbicara tentang sesuatu yang lebih ringan? Misalnya, apa yang dilakukan semut di komputer? Membuka jendela Windows!']"
159,jokes,Ceritakan lelucon lain,"['Kesehatan mental bukanlah lelucon.', 'Bagaimana kalau kita berbicara tentang sesuatu yang lebih ringan? Misalnya, apa yang dilakukan semut di komputer? Membuka jendela Windows!']"
160,repeat,Anda sudah memberi tahu saya itu,"['Oh maaf, saya tidak menyadari itu. Saya akan mencoba untuk tidak mengulanginya lagi.']"
161,repeat,Anda sudah menyebutkannya sebelumnya,"['Oh maaf, saya tidak menyadari itu. Saya akan mencoba untuk tidak mengulanginya lagi.']"
162,repeat,Kenapa Anda mengulanginya?,"['Oh maaf, saya tidak menyadari itu. Saya akan mencoba untuk tidak mengulanginya lagi.']"
163,wrong,Apa yang kamu katakan?,['Maaf sekali. Mari coba lagi.']
164,wrong,Itu tidak masuk akal,['Maaf sekali. Mari coba lagi.']
165,wrong,Jawaban yang salah,['Maaf sekali. Mari coba lagi.']
166,wrong,Jawaban yang salah,['Maaf sekali. Mari coba lagi.']
167,stupid,Apakah kamu bodoh?,['Saya harap Anda tidak mengatakan hal-hal yang menyakitkan seperti itu. Maaf jika saya tidak berguna.']
168,stupid,Kamu gila,['Saya harap Anda tidak mengatakan hal-hal yang menyakitkan seperti itu. Maaf jika saya tidak berguna.']
169,stupid,Kamu bodoh,['Saya harap Anda tidak mengatakan hal-hal yang menyakitkan seperti itu. Maaf jika saya tidak berguna.']
170,stupid,Apakah kamu bodoh?,['Saya harap Anda tidak mengatakan hal-hal yang menyakitkan seperti itu. Maaf jika saya tidak berguna.']
171,location,Di mana kamu?,"['Hehe, saya tinggal di komputer Anda.', 'Di mana-mana, wkwk', 'Di suatu tempat di alam semesta']"
172,location,Di mana kamu tinggal?,"['Hehe, saya tinggal di komputer Anda.', 'Di mana-mana, wkwk', 'Di suatu tempat di alam semesta']"
173,location,Di mana Anda tinggal?,"['Hehe, saya tinggal di komputer Anda.', 'Di mana-mana, wkwk', 'Di suatu tempat di alam semesta']"
174,location,Apa lokasimu?,"['Hehe, saya tinggal di komputer Anda.', 'Di mana-mana, wkwk', 'Di suatu tempat di alam semesta']"
175,location,kamu sekarang dimana?,"['Hehe, saya tinggal di komputer Anda.', 'Di mana-mana, wkwk', 'Di suatu tempat di alam semesta']"
176,something-else,Saya ingin berbicara tentang hal lain,"['Oke tentu. Apa yang ingin kamu bicarakan?', 'Baiklah, tidak masalah. Apakah ada sesuatu yang ingin kamu bicarakan?', 'Apakah ada hal lain yang ingin kamu bicarakan?']"
177,something-else,Mari kita bicara tentang hal lain.,"['Oke tentu. Apa yang ingin kamu bicarakan?', 'Baiklah, tidak masalah. Apakah ada sesuatu yang ingin kamu bicarakan?', 'Apakah ada hal lain yang ingin kamu bicarakan?']"
178,something-else,Bisakah kita tidak berbicara tentang ini?,"['Oke tentu. Apa yang ingin kamu bicarakan?', 'Baiklah, tidak masalah. Apakah ada sesuatu yang ingin kamu bicarakan?', 'Apakah ada hal lain yang ingin kamu bicarakan?']"
179,something-else,Saya tidak ingin membicarakannya.,"['Oke tentu. Apa yang ingin kamu bicarakan?', 'Baiklah, tidak masalah. Apakah ada sesuatu yang ingin kamu bicarakan?', 'Apakah ada hal lain yang ingin kamu bicarakan?']"
180,friends,Saya tidak punya teman,"['Saya turut menyesal mendengarnya. Ketahuilah bahwa saya di sini untuk Anda. Bicarakan tentang hal itu mungkin bisa membantu. Mengapa menurutmu kamu tidak punya teman?', 'Saya di sini untuk mendengarkan. Apakah ada sesuatu yang mungkin membuat sulit bagi Anda untuk berteman?', 'Ketika kita merasa kesepian, bisa sulit untuk memulai percakapan dengan orang lain. Mungkin kita bisa mencari cara bersama untuk mengatasi rasa kesepian ini.', 'Pertemanan memang bisa sulit, tetapi Anda tidak sendiri dalam perasaan ini. Apakah ada hal khusus yang membuat Anda merasa sulit untuk memiliki teman?']"
181,friends,Tidak ada yang mau berteman dengan saya,"['Saya turut menyesal mendengarnya. Ketahuilah bahwa saya di sini untuk Anda. Bicarakan tentang hal itu mungkin bisa membantu. Mengapa menurutmu kamu tidak punya teman?', 'Saya di sini untuk mendengarkan. Apakah ada sesuatu yang mungkin membuat sulit bagi Anda untuk berteman?', 'Ketika kita merasa kesepian, bisa sulit untuk memulai percakapan dengan orang lain. Mungkin kita bisa mencari cara bersama untuk mengatasi rasa kesepian ini.', 'Pertemanan memang bisa sulit, tetapi Anda tidak sendiri dalam perasaan ini. Apakah ada hal khusus yang membuat Anda merasa sulit untuk memiliki teman?']"
182,friends,Saya merasa kesepian tanpa teman,"['Saya turut menyesal mendengarnya. Ketahuilah bahwa saya di sini untuk Anda. Bicarakan tentang hal itu mungkin bisa membantu. Mengapa menurutmu kamu tidak punya teman?', 'Saya di sini untuk mendengarkan. Apakah ada sesuatu yang mungkin membuat sulit bagi Anda untuk berteman?', 'Ketika kita merasa kesepian, bisa sulit untuk memulai percakapan dengan orang lain. Mungkin kita bisa mencari cara bersama untuk mengatasi rasa kesepian ini.', 'Pertemanan memang bisa sulit, tetapi Anda tidak sendiri dalam perasaan ini. Apakah ada hal khusus yang membuat Anda merasa sulit untuk memiliki teman?']"
183,friends,Saya tidak tahu bagaimana cara berteman,"['Saya turut menyesal mendengarnya. Ketahuilah bahwa saya di sini untuk Anda. Bicarakan tentang hal itu mungkin bisa membantu. Mengapa menurutmu kamu tidak punya teman?', 'Saya di sini untuk mendengarkan. Apakah ada sesuatu yang mungkin membuat sulit bagi Anda untuk berteman?', 'Ketika kita merasa kesepian, bisa sulit untuk memulai percakapan dengan orang lain. Mungkin kita bisa mencari cara bersama untuk mengatasi rasa kesepian ini.', 'Pertemanan memang bisa sulit, tetapi Anda tidak sendiri dalam perasaan ini. Apakah ada hal khusus yang membuat Anda merasa sulit untuk memiliki teman?']"
184,ask,Bisakah saya bertanya sesuatu?,"['Tentu. Saya akan mencoba yang terbaik untuk menjawab Anda.', 'Tentu saja. Silakan bertanya apa saja. Saya akan melakukan yang terbaik untuk menjawab Anda.', 'Ya, tentu. Anda bebas untuk bertanya. Saya di sini untuk membantu.']"
185,ask,Apakah saya bisa menanyakan sesuatu?,"['Tentu. Saya akan mencoba yang terbaik untuk menjawab Anda.', 'Tentu saja. Silakan bertanya apa saja. Saya akan melakukan yang terbaik untuk menjawab Anda.', 'Ya, tentu. Anda bebas untuk bertanya. Saya di sini untuk membantu.']"
186,ask,"Saya punya pertanyaan, bolehkah saya bertanya?","['Tentu. Saya akan mencoba yang terbaik untuk menjawab Anda.', 'Tentu saja. Silakan bertanya apa saja. Saya akan melakukan yang terbaik untuk menjawab Anda.', 'Ya, tentu. Anda bebas untuk bertanya. Saya di sini untuk membantu.']"
